No.,text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
3074,闷热,4.2,3.2,0.4,1.03
3075,对不起,2.9,5.2,1.2,2.04
3076,背离,3.0,4.0,1.049,1.265
3077,争辩,3.3,6.9,0.98,0.663
3078,失常,3.2,6.1,0.4,0.917
3079,解雇,2.4,6.6,1.02,1.02
3080,微弱,3.8,4.0,0.927,2.28
3081,搜捕,4.2,6.3,0.748,0.6
3082,三八,3.9,5.9,0.49,1.02
3083,阴雨,4.1,2.4,0.374,1.02
3084,老是,4.7,3.8,0.4,1.86
3085,不大,4.9,3.4,0.2,1.02
3086,火爆,3.1,7.9,0.663,0.917
3087,两难,3.6,5.0,0.374,1.095
3088,灭绝,2.2,6.6,0.748,1.241
3089,分隔,4.3,4.2,0.748,1.691
3090,忧心忡忡,3.4,6.0,0.49,1.095
3091,唯恐,3.6,5.4,0.374,0.583
3092,隔绝,3.7,4.6,1.077,1.02
3093,一面倒,3.0,5.8,1.095,1.568
3094,撞死,1.7,7.8,0.6,0.748
3095,苦心,3.8,4.8,1.03,1.03
3096,窃听,3.7,5.3,0.748,0.748
3097,困惑,4.2,4.8,0.4,1.166
3098,潜藏,4.0,4.5,0.837,1.414
3099,分赃,2.4,4.8,0.49,1.208
3100,未知数,4.6,3.1,0.49,1.744
3101,偷偷,3.8,4.1,0.4,1.356
3102,刻板,4.3,3.3,0.4,1.077
3103,捏造,3.7,5.8,0.678,0.678
3104,嚣张,3.3,6.9,0.4,0.917
3105,束手无策,3.7,5.7,1.077,1.327
3106,躲藏,4.0,3.8,0.837,1.327
3107,散落,4.0,3.3,0.894,1.47
3108,烈酒,4.2,4.4,0.748,1.625
3109,何必,4.4,4.3,0.735,1.077
3110,咬伤,3.7,5.6,0.98,1.356
3111,堪虑,3.7,5.7,0.4,0.872
3112,告诫,4.3,5.7,0.4,1.077
3113,欺负,3.3,6.5,0.4,0.775
3114,推诿,3.7,5.4,1.166,1.02
3115,恶作剧,3.5,6.3,0.447,1.166
3116,俘虏,3.4,3.8,0.374,1.166
3117,复杂化,4.0,5.0,0.632,1.14
3118,想不到,4.2,5.2,0.748,0.812
3119,造谣,3.4,5.9,1.2,0.49
3120,潜伏,4.0,3.8,1.14,1.166
3121,恶质,2.7,6.2,0.6,0.4
3122,一意孤行,3.4,5.9,0.8,0.8
3123,霸占,3.1,6.7,1.114,0.748
3124,乏人问津,3.6,4.7,1.02,1.661
3125,辜负,3.6,5.1,0.49,1.908
3126,退场,4.1,4.4,0.663,1.497
3127,塞人,4.1,4.8,0.663,2.135
3128,偏颇,3.7,5.5,1.166,0.894
3129,怨言,3.4,5.9,0.374,0.49
3130,计较,3.8,6.1,0.4,0.663
3131,无名,4.6,4.4,0.374,1.02
3132,爆炸物,4.0,7.1,1.095,0.663
3133,暴发,3.9,7.7,1.114,0.4
3134,置之不理,3.5,5.8,0.775,0.748
3135,姑息,3.8,5.7,0.4,0.872
3136,玩弄,3.4,6.4,0.49,0.583
3137,伪装,4.1,5.3,0.49,1.249
3138,沉没,3.3,4.7,0.872,1.327
3139,凝重,3.4,5.3,0.8,2.135
3140,责怪,3.5,6.6,0.447,0.8
3141,用尽,4.0,5.5,0.894,1.414
3142,伏击,3.9,6.9,1.114,0.663
3143,逆境,3.3,4.6,1.327,0.49
3144,不义,3.5,5.3,0.447,1.4
3145,作假,3.4,5.3,0.49,0.872
3146,敬陪末座,3.5,4.9,0.894,0.2
3147,走失,3.2,6.0,0.748,0.0
3148,救命,3.4,8.1,1.625,0.917
3149,不值,3.6,6.2,0.735,1.122
3150,耻辱,3.2,6.7,0.748,0.872
3151,论战,3.6,6.5,1.2,1.0
3152,不欢而散,3.1,5.9,0.2,1.2
3153,低下,3.8,4.0,0.98,1.414
3154,痉挛,4.3,4.7,1.166,0.98
3155,无依,3.6,3.2,0.97,0.4
3156,强加,4.3,6.1,0.98,0.8
3157,突如其来,4.8,5.5,0.748,1.265
3158,低姿态,4.4,4.1,0.49,0.663
3159,诽谤罪,3.3,5.9,0.748,0.663
3160,头晕,3.8,4.6,0.4,1.02
3161,拘留所,4.0,4.4,0.632,1.2
3162,被俘,3.1,5.4,0.663,0.8
3163,改头换面,6.2,5.9,0.4,0.8
3164,情愿,6.2,5.2,0.748,1.166
3165,有效性,5.8,5.3,1.208,1.72
3166,留情,5.7,4.3,0.4,0.748
3167,互助合作,7.1,5.1,0.49,1.114
3168,刻苦,6.4,5.8,0.97,1.166
3169,顺从,6.0,5.2,1.14,0.748
3170,当心,5.1,5.5,1.114,1.0
3171,群情激愤,3.0,8.2,0.632,0.748
3172,忏悔,4.3,6.3,1.077,1.661
3173,第一流,8.4,7.2,0.8,1.166
3174,吃苦,4.2,5.8,1.166,1.47
3175,至高,7.0,6.6,1.049,1.2
3176,抒情,5.9,3.3,0.2,0.4
3177,诱人,6.0,6.1,0.632,1.744
3178,清澈,6.3,4.6,1.077,1.356
3179,有礼,6.9,5.4,0.663,0.49
3180,知觉,5.6,4.6,1.2,1.2
3181,冲劲,6.8,7.0,0.98,0.837
3182,窝心,7.0,5.4,0.707,0.8
3183,戒除,6.3,5.9,0.6,1.114
3184,圣人,7.4,4.5,1.2,1.342
3185,学好,6.2,4.0,0.98,1.265
3186,甘愿,5.9,4.4,0.2,1.02
3187,雄伟,6.2,5.9,0.4,0.49
3188,韵味,6.5,4.3,0.894,0.872
3189,雅量,7.2,4.3,0.748,1.077
3190,诚心诚意,7.3,5.2,0.6,0.98
3191,谈笑,6.9,5.4,1.02,1.594
3192,芬芳,6.6,3.8,0.97,1.47
3193,滋养,6.7,4.4,1.4,1.744
3194,道谢,7.0,5.6,0.894,1.625
3195,耐劳,6.3,5.6,0.4,1.356
3196,施舍,4.9,4.9,0.8,0.8
3197,安眠,5.0,2.7,0.548,0.872
3198,悦耳,6.6,4.9,0.8,0.917
3199,安身立命,6.4,4.1,0.97,0.8
3200,酬谢,6.5,5.9,0.775,0.2
3201,光滑,5.6,3.7,0.8,0.872
3202,勇猛,7.0,6.7,0.837,0.4
3203,安身,5.9,3.9,1.114,0.663
3204,器重,6.8,6.4,0.748,0.49
3205,痛快,6.4,7.3,1.068,0.6
3206,一笑置之,6.4,4.7,1.855,1.077
3207,赏心悦目,6.8,5.6,0.4,1.356
3208,情深,6.7,6.7,0.748,1.4
3209,意气风发,6.9,7.1,0.917,1.356
3210,引以为荣,7.2,6.6,0.748,1.319
3211,无懈可击,7.9,7.2,0.663,1.47
3212,气派,6.7,6.4,0.748,0.97
3213,幽默感,7.0,5.7,0.894,1.536
3214,学以致用,6.9,5.0,0.663,1.265
3215,诗意,6.2,3.5,0.51,0.894
3216,舒畅,7.3,5.9,1.077,1.114
3217,会心,6.2,4.8,0.678,0.4
3218,心甘情愿,6.7,4.9,0.872,0.663
3219,香甜,6.7,4.2,1.077,0.98
3220,庄重,6.6,4.7,0.49,0.748
3221,照耀,5.8,4.9,0.678,0.8
3222,精确度,6.0,4.1,1.265,1.428
3223,抒解,6.1,4.9,0.49,1.02
3224,懂事,6.5,4.7,0.894,0.6
3225,夸耀,5.6,6.6,1.594,0.97
3226,平心静气,5.5,3.7,0.447,1.166
3227,恭敬,6.2,5.3,0.4,1.166
3228,宽厚,6.8,4.4,0.812,1.2
3229,不偏不倚,6.2,4.3,0.748,0.748
3230,消散,5.7,3.3,1.33,0.98
3231,洋洋,6.1,4.6,1.2,2.437
3232,互爱,7.0,6.2,0.894,0.98
3233,情不自禁,6.3,7.0,0.748,0.632
3234,纤细,5.8,3.5,0.927,0.632
3235,勤勉,6.6,4.4,0.735,0.49
3236,热热闹闹,6.6,6.6,0.86,0.374
3237,完满,7.4,6.0,1.02,0.632
3238,畅快,7.1,7.0,1.2,1.14
3239,彬彬有礼,7.3,5.6,1.077,0.583
3240,聪颖,7.5,5.4,0.894,0.49
3241,工整,6.7,4.1,1.077,0.663
3242,开化,6.4,4.6,0.97,1.356
3243,先见之明,6.6,5.0,1.158,1.517
3244,兴冲冲,6.5,6.7,1.0,0.748
3245,丰饶,6.9,4.7,0.663,1.166
3246,知耻,6.3,5.8,0.6,0.4
3247,奇迹,7.4,7.2,1.2,0.927
3248,希冀,6.3,6.3,0.748,1.249
3249,刚毅,6.5,6.0,0.632,1.265
3250,痴情,6.8,6.3,0.748,0.98
3251,红润,6.3,4.9,1.077,2.01
3252,望子成龙,6.7,6.1,1.249,1.625
3253,圣洁,7.1,5.6,0.8,1.241
3254,温顺,7.1,4.9,1.356,1.158
3255,爱抚,6.8,5.9,0.98,0.2
3256,匀称,6.3,4.8,0.6,0.98
3257,有说有笑,6.8,6.5,1.435,0.894
3258,决断力,6.6,5.1,0.8,1.744
3259,繁茂,6.8,4.8,0.98,2.135
3260,渴盼,6.3,7.0,1.166,0.707
3261,超凡,7.4,6.9,0.86,1.2
3262,豁然开朗,7.0,7.3,0.548,0.6
3263,熟虑,5.9,5.1,0.663,1.02
3264,有意义,6.7,5.3,0.748,0.6
3265,痴痴,6.1,5.5,0.8,1.414
3266,谦恭,6.7,4.7,0.748,1.249
3267,从容不迫,6.7,3.8,1.166,1.364
3268,苦修,5.2,5.0,0.51,1.673
3269,牢靠,6.2,5.1,0.4,1.281
3270,形影不离,6.4,6.0,1.068,0.632
3271,平心,5.8,3.4,0.678,1.02
3272,妙计,6.6,5.2,0.8,1.166
3273,侠义,7.2,6.3,0.51,0.678
3274,漂漂亮亮,7.0,6.8,0.894,0.748
3275,讨人喜欢,7.4,5.9,1.068,1.685
3276,担待,6.4,4.6,0.735,1.497
3277,丰腴,6.5,4.5,0.894,1.0
3278,深谋远虑,7.3,6.2,0.6,1.364
3279,自得其乐,6.8,6.4,0.748,1.158
3280,留神,5.9,5.2,0.8,1.288
3281,雅致,6.2,4.9,0.927,0.917
3282,醉人,6.1,6.0,1.428,1.871
3283,飞黄腾达,7.9,7.9,0.583,0.2
3284,缝补,5.7,3.6,0.748,1.2
3285,游街,4.2,3.8,0.678,1.6
3286,过时,4.0,4.3,0.316,1.691
3287,收买,3.8,4.7,1.03,1.887
3288,魔鬼,2.0,6.3,0.707,1.887
3289,何不,4.9,3.7,0.374,1.327
3290,梦魇,2.1,6.9,0.735,1.2
3291,烫伤,3.0,5.1,1.14,2.596
3292,弊病,2.8,5.4,0.748,2.177
3293,困难重重,2.1,6.9,0.735,0.49
3294,失明,2.1,5.5,1.428,2.864
3295,游击,5.1,4.2,0.2,2.768
3296,惨痛,1.7,8.1,0.51,0.917
3297,惨败,1.7,8.1,0.51,0.917
3298,追赶,5.1,4.3,0.8,1.72
3299,冲出,5.8,5.2,0.678,2.064
3300,溃疡,3.3,5.9,0.927,2.354
3301,破碎,2.9,6.5,0.8,2.324
3302,谎言,2.8,4.2,0.98,1.86
3303,裂痕,3.2,5.2,0.812,1.965
3304,推挤,3.5,4.8,0.837,1.939
3305,未雨绸缪,6.0,5.0,1.414,0.707
3306,暴风,3.5,6.2,0.632,1.965
3307,瓜分,4.1,4.6,0.374,1.881
3308,烟雾,4.6,3.0,0.374,1.414
3309,骚乱,3.0,6.0,0.707,1.817
3310,擦伤,3.7,4.1,0.748,1.594
3311,残废,1.8,6.5,0.51,1.949
3312,辗转,4.5,3.0,0.316,0.632
3313,退学,2.8,5.2,0.927,2.227
3314,藐视,3.0,6.2,0.632,1.806
3315,纠缠,3.0,5.4,0.632,2.131
3316,束缚,3.6,4.7,0.735,1.536
3317,偷工减料,3.0,6.0,0.707,1.517
3318,暧昧,5.7,5.0,0.98,1.789
3319,闹事,2.9,5.6,0.86,1.772
3320,辩解,3.6,4.9,0.583,1.828
3321,梗塞,3.3,4.6,0.98,2.267
3322,偿付,4.5,3.5,0.949,1.483
3323,凌虐,1.9,6.8,0.583,2.462
3324,渺茫,3.0,3.8,0.949,2.227
3325,逊色,3.7,4.0,0.51,1.378
3326,追诉,4.0,3.8,0.707,1.503
3327,委屈,3.4,4.6,0.49,1.744
3328,加害,2.3,5.9,0.4,1.855
3329,休克,2.4,5.0,0.97,2.608
3330,独裁者,3.0,6.0,0.949,1.789
3331,文盲,3.5,4.0,0.894,1.844
3332,不许,3.5,5.0,0.894,2.098
3333,征税,4.4,3.1,0.86,1.744
3334,撕毁,3.3,5.4,0.748,1.828
3335,退步,3.4,4.1,0.583,1.625
3336,最低,3.5,4.3,1.378,1.6
3337,冲动,4.0,6.2,0.837,1.965
3338,人身攻击,2.6,5.9,0.374,1.497
3339,后退,4.0,3.1,0.707,1.281
3340,抵消,4.8,3.3,0.51,1.47
3341,虚假,3.0,4.2,0.707,1.435
3342,窜改,3.0,4.2,0.548,1.86
3343,冒充,3.1,4.4,0.917,1.655
3344,挫伤,3.4,4.0,1.02,2.258
3345,撕裂,2.7,5.6,0.6,1.985
3346,毒害,1.9,5.8,0.374,1.631
3347,乞丐,2.8,4.7,1.03,1.939
3348,一厢情愿,4.6,4.1,0.97,0.663
3349,作祟,3.9,3.7,0.663,1.536
3350,沈寂,3.8,2.3,0.927,0.872
3351,杀戮,1.6,7.5,0.583,1.183
3352,阻隔,4.2,3.5,0.678,1.732
3353,欺压,2.7,5.3,0.748,2.088
3354,军阀,3.7,4.2,0.872,2.135
3355,僵持不下,3.4,5.3,0.2,1.288
3356,摇摆,4.3,2.9,0.748,1.02
3357,传染性,3.2,3.5,0.812,1.817
3358,失手,3.1,4.9,0.663,1.855
3359,罢了,3.8,4.8,0.927,1.6
3360,敲诈,3.0,5.1,0.707,1.908
3361,拉出,5.0,2.9,0.316,1.114
3362,斥责,2.6,6.3,0.374,1.03
3363,内斗,2.7,5.4,0.678,1.985
3364,未知,4.6,2.2,0.2,1.166
3365,重击,2.5,6.0,0.447,1.871
3366,简陋,3.8,3.4,0.51,1.356
3367,枪声,3.4,4.4,1.2,2.653
3368,罢课,2.8,6.1,0.872,1.281
3369,幼稚,3.4,3.9,0.735,1.562
3370,根绝,3.8,4.8,1.86,1.939
3371,未加,4.4,3.0,0.374,1.095
3372,畸形,2.8,4.7,0.812,1.887
3373,吵架,2.9,6.0,0.49,0.837
3374,割伤,3.5,4.9,0.837,2.154
3375,误认,4.1,3.2,0.374,0.678
3376,发泄,3.8,6.5,1.691,0.632
3377,战败,2.4,6.5,0.86,2.0
3378,出乎,5.1,3.2,0.2,1.327
3379,摇晃,4.6,3.2,0.49,1.166
3380,失落,3.0,3.3,0.949,1.249
3381,逃走,3.2,5.4,0.812,1.068
3382,冀望,6.4,4.6,0.49,1.772
3383,自立自强,6.2,5.7,1.166,1.4
3384,敬爱,7.1,5.1,0.97,1.8
3385,事迹,5.1,2.3,0.2,1.077
3386,直率,6.5,4.6,0.837,1.655
3387,芳香,6.4,3.0,0.86,1.14
3388,健壮,6.9,4.4,0.663,1.02
3389,无价,6.2,4.8,1.122,2.379
3390,报答,6.4,4.9,0.735,1.428
3391,听话,6.0,3.3,0.447,0.6
3392,牢固,6.1,3.6,0.374,0.86
3393,为傲,7.0,5.3,0.0,0.748
3394,学有专精,6.7,4.8,1.03,0.51
3395,正道,6.7,4.3,0.98,1.4
3396,兴高采烈,8.3,7.8,0.4,0.4
3397,天籁,7.5,5.2,0.707,0.98
3398,稀奇,5.9,5.0,0.86,1.761
3399,判断力,5.1,3.2,0.2,1.327
3400,养活,5.7,4.5,0.4,1.924
3401,友爱,6.8,4.0,0.4,0.894
3402,简朴,6.0,3.1,0.447,1.241
3403,易懂,6.0,3.2,0.548,0.927
3404,标致,6.3,3.3,0.6,1.6
3405,出人意表,6.4,5.5,0.583,1.183
3406,厚道,6.0,4.5,0.447,1.483
3407,不亦乐乎,7.1,6.9,0.663,0.583
3408,安和乐利,7.3,5.4,0.748,0.583
3409,一帆风顺,7.4,5.4,0.8,0.86
3410,简明,5.7,3.0,0.4,1.095
3411,显赫,6.2,4.8,0.51,1.364
3412,茂盛,6.2,4.7,0.245,1.6
3413,最高,7.2,5.6,1.327,1.744
3414,嬉戏,5.0,4.9,0.548,2.417
3415,无敌,8.1,6.8,0.49,1.435
3416,变好,7.0,5.0,0.949,1.095
3417,才干,5.9,3.6,0.583,1.158
3418,报喜,7.5,5.8,0.447,1.435
3419,心平气和,5.7,3.0,0.678,1.643
3420,精巧,5.6,3.2,0.374,1.327
3421,潜心,5.4,2.8,0.49,1.166
3422,纯洁,6.5,2.8,0.707,1.364
3423,留心,4.6,3.6,0.374,1.02
3424,自由自在,6.8,5.3,0.678,1.249
3425,心仪,6.8,4.7,0.51,1.568
3426,同情心,5.5,4.2,1.14,1.47
3427,平整,5.3,2.8,0.4,1.364
3428,母爱,6.7,3.6,0.748,1.02
3429,神童,7.2,4.4,0.927,2.154
3430,颂扬,7.6,5.7,0.374,1.4
3431,乐此不疲,7.1,7.1,1.625,0.583
3432,淳朴,6.0,2.7,0.894,1.166
3433,会心一笑,6.4,4.7,0.49,1.077
3434,学成归国,7.0,5.9,0.837,1.655
3435,昌盛,7.1,5.6,1.114,0.8
3436,自信满满,7.9,6.9,0.8,0.663
3437,丰满,6.8,4.8,0.245,1.691
3438,端庄,6.0,3.3,0.548,1.327
3439,心想事成,7.7,5.9,0.678,1.744
3440,文雅,6.0,3.2,0.0,1.208
3441,自告奋勇,6.6,6.9,0.374,1.2
3442,报恩,6.3,4.6,0.6,1.625
3443,无瑕,5.8,3.3,1.6,0.6
3444,老练,5.4,3.9,0.583,1.281
3445,兴致勃勃,7.6,7.3,0.49,0.678
3446,高高兴兴,7.8,7.2,0.51,0.748
3447,坚韧,6.1,4.4,0.735,0.97
3448,脸红,5.6,5.2,0.735,1.691
3449,焕发,5.9,4.4,0.49,0.583
3450,醉心,5.8,4.9,0.4,0.8
3451,叮嘱,5.3,4.2,0.6,1.47
3452,慇勤,6.3,5.6,0.6,1.53
3453,达观,5.5,3.7,0.632,0.748
3454,多产,5.6,3.0,0.583,1.095
3455,虔敬,6.5,3.6,0.632,0.97
3456,守信,6.6,3.5,0.583,0.894
3457,喜感,7.2,5.2,0.51,0.51
3458,有效率,7.0,4.4,0.707,1.463
3459,率真,6.3,4.3,0.812,1.249
3460,自勉,6.2,5.0,1.208,1.14
3461,微微,5.0,2.0,0.0,0.707
3462,安好,6.2,3.6,0.6,0.374
3463,明晰,5.7,3.0,0.4,0.949
3464,雄辩,5.4,6.3,1.393,1.327
3465,恒心,6.5,4.5,0.632,2.049
3466,奋进,7.4,6.8,0.663,1.166
3467,轻轻松松,6.6,4.9,0.374,1.356
3468,谦逊,6.4,3.5,0.86,0.775
3469,安于,5.3,2.9,0.51,0.49
3470,心满意足,7.3,5.5,0.748,1.342
3471,活著,5.7,4.8,0.748,1.749
3472,惬意,6.6,3.9,0.735,1.715
3473,温文儒雅,6.3,3.1,0.4,0.8
3474,传奇性,6.3,4.4,1.077,2.059
3475,忘不了,5.5,3.9,0.632,1.685
3476,可亲,5.9,3.9,0.663,1.02
3477,长进,6.2,4.7,0.4,1.327
3478,恩人,6.8,3.5,0.51,1.612
3479,觉察,5.1,3.9,0.2,1.068
3480,情投意合,6.9,5.2,0.86,1.6
3481,贤人,6.5,2.7,0.632,0.98
3482,俘获,5.1,4.2,1.281,1.86
3483,你侬我侬,6.8,6.2,0.678,1.077
3484,引吭高歌,6.4,6.9,1.2,0.735
3485,目眩,4.3,4.2,0.872,1.288
3486,入神,5.5,3.0,0.447,0.548
3487,心心相印,6.7,4.5,0.748,0.447
3488,称心,6.0,3.4,0.0,1.356
3489,肝胆相照,6.5,6.2,0.447,1.47
3490,甜甜蜜蜜,7.1,6.7,0.374,0.6
3491,贤淑,6.6,3.0,0.583,1.225
3492,言归于好,6.2,4.0,0.678,0.894
3493,贞洁,6.2,2.7,1.166,1.077
3494,废寝忘食,4.9,5.4,0.97,1.068
3495,独创性,5.7,4.3,0.51,1.778
3496,稀罕,5.4,4.4,0.86,1.497
3497,意味深长,5.7,4.5,0.51,1.0
3498,施恩,6.2,3.7,0.4,1.47
3499,痴狂,5.7,7.7,1.249,0.51
3500,虔信,6.2,4.6,0.748,1.241
3501,入迷,6.1,5.4,0.917,1.356
3502,有权,5.8,4.8,1.208,2.04
3503,物廉价美,7.0,4.9,0.707,0.8
3504,悠哉,6.4,3.3,0.97,0.6
3505,练成,5.7,3.4,0.748,1.393
3506,盛年,6.0,3.8,0.707,1.288
3507,安安静静,5.6,2.2,0.374,0.678
3508,腾跃,7.0,7.0,0.632,0.707
3509,满面春风,7.6,7.1,0.583,0.663
3510,儒雅,5.9,2.8,0.2,0.748
3511,安睡,5.6,2.2,0.49,0.98
3512,爱怜,6.2,3.6,0.245,0.8
3513,痴心,5.8,6.1,0.6,0.663
3514,神气活现,7.7,7.0,0.4,0.632
3515,贤慧,6.8,3.3,0.812,1.166
3516,勋绩,7.1,4.8,0.917,2.542
3517,出神,6.5,4.8,0.775,1.03
3518,适得其所,6.3,4.3,0.6,0.748
3519,一吐为快,5.7,6.4,0.678,0.583
3520,日久生情,6.5,5.4,0.447,0.97
3521,古雅,6.0,3.0,0.707,1.265
3522,足智多谋,7.7,5.2,0.812,0.748
3523,顺当,5.7,3.2,0.4,1.166
3524,谦恭有礼,6.6,3.9,0.49,0.49
3525,心花怒放,7.2,7.2,0.678,0.927
3526,切题,5.3,3.1,0.4,1.428
3527,嘻嘻哈哈,5.6,6.1,1.02,1.2
3528,抒怀,5.7,3.0,0.4,1.095
3529,自满,4.5,5.7,2.121,1.887
3530,恶行,2.6,5.8,0.583,1.568
3531,奴隶,3.2,4.2,0.51,1.288
3532,孤独,3.7,2.9,0.51,1.497
3533,杂草,4.7,2.3,0.872,1.4
3534,惶恐,3.3,6.8,0.6,0.4
3535,抹煞,3.8,5.9,0.678,1.068
3536,一往情深,6.7,6.6,0.51,0.86
3537,战无不胜,7.9,7.5,0.8,0.447
3538,惠顾,5.6,4.3,1.158,0.927
3539,豪勇,6.6,5.8,0.583,1.503
3540,爱人如己,6.9,5.8,0.583,1.03
3541,坦直,6.2,4.2,0.51,0.98
3542,娇美,6.7,3.8,0.6,1.03
3543,鉴别力,5.4,3.8,0.583,1.166
3544,心诚则灵,6.3,4.4,0.872,1.068
3545,妙不可言,6.9,5.6,0.97,0.8
3546,谐调,5.7,3.6,0.98,1.655
3547,精神百倍,7.5,7.4,0.894,0.735
3548,奢侈,3.4,5.5,1.194,0.5
3549,崩塌,2.9,7.0,0.894,1.173
3550,得不偿失,2.4,7.3,0.894,1.304
3551,凄惨,1.7,6.1,0.447,1.245
3552,排山倒海,3.7,6.2,1.204,1.095
3553,一举数得,7.4,6.3,1.084,1.304
3554,不相上下,6.2,5.8,0.837,0.837
3555,不碍事,4.9,4.5,0.548,0.866
3556,有过之而无不及,4.4,5.5,0.652,0.791
3557,够格,7.4,6.8,1.14,1.304
3558,粗制滥造,3.2,5.7,0.908,1.204
3559,累赘,2.7,6.4,0.837,1.342
3560,聊胜于无,5.2,4.6,0.57,0.962
3561,莫名其妙,2.9,6.4,2.247,0.962
3562,阴霾,2.7,5.7,1.095,0.671
3563,得分,7.7,7.9,0.837,1.14
3564,从善如流,6.6,6.0,1.14,1.173
3565,深入浅出,6.9,5.3,1.025,1.204
3566,深厚,5.8,4.6,0.837,0.962
3567,清脆,5.3,4.1,0.447,1.084
3568,提心吊胆,2.9,8.0,0.962,0.935
3569,斑驳,4.0,4.0,0.707,0.935
3570,残破,2.9,4.6,1.025,1.294
3571,残缺,2.8,4.0,1.095,0.935
3572,浑浊,3.2,4.7,0.908,1.037
3573,盛大,7.5,6.8,1.061,1.304
3574,脱胎换骨,8.2,6.8,1.095,0.837
3575,处变不惊,5.9,5.4,0.894,0.962
3576,通风,5.4,3.9,1.14,1.14
3577,单纯,6.4,3.6,1.14,1.14
3578,发病,2.9,7.2,0.894,1.095
3579,病发,2.9,7.2,0.894,1.095
3580,硬化,2.7,6.0,0.975,1.414
3581,稍嫌弱,3.4,4.6,0.894,1.517
3582,超弱,2.2,6.2,0.57,1.095
3583,华而不实,2.9,6.3,0.894,1.151
3584,循序渐进,6.8,4.9,1.037,1.342
3585,掌声如雷,8.0,7.8,0.935,1.304
3586,游刃有余,7.6,5.0,1.194,1.541
3587,无往不利,7.0,6.5,1.0,1.225
3588,绚烂夺目,7.2,7.1,1.095,1.194
3589,发疯,3.2,7.1,1.095,1.245
3590,绞痛,3.1,8.3,1.14,0.975
3591,跑不动,4.0,5.7,0.707,1.396
3592,进退两难,4.1,6.2,0.894,0.908
3593,乱七八糟,3.1,6.8,0.962,0.837
3594,超人,7.4,7.6,1.14,1.14
3595,周到,7.6,5.6,0.894,0.894
3596,进化,6.4,5.4,0.742,1.517
3597,开趴,6.9,7.9,1.14,1.14
3598,顺耳,5.9,5.0,1.025,1.225
3599,微乎其微,4.3,3.9,0.975,0.894
3600,愚昧,2.9,6.2,0.894,0.908
3601,慌张,2.6,7.4,0.548,1.194
3602,摃龟,2.6,6.0,0.894,1.458
3603,晕倒,3.2,5.6,0.908,1.342
3604,勤快,7.0,5.3,0.707,1.304
3605,搞笑,6.5,6.0,1.118,1.458
3606,新颖,6.6,5.9,1.084,0.894
3607,源源不绝,6.5,5.8,1.118,1.351
3608,准时,6.7,4.4,0.975,1.342
3609,肆无忌惮,3.2,6.2,0.758,1.483
3610,肿起来,3.3,6.7,0.975,1.304
3611,腰酸背痛,3.0,6.9,0.612,1.517
3612,落单,3.0,5.0,1.0,1.0
3613,诡异,2.7,6.1,0.837,1.342
3614,欲振乏力,3.0,3.8,0.707,0.837
3615,狰狞,2.0,6.1,1.225,1.245
3616,猝死,1.0,8.0,0.0,1.225
3617,粗浅,3.6,3.2,1.14,1.304
3618,累人,3.5,5.0,0.5,1.225
3619,一览无遗,6.0,4.8,1.0,1.304
3620,不遑多让,6.2,4.0,1.255,1.581
3621,专心,7.0,3.4,1.0,1.517
3622,专注,7.1,3.6,1.025,1.342
3623,强有力,7.3,7.2,0.837,1.351
3624,强而有力,7.3,7.2,0.837,1.351
3625,粗线条,4.1,4.2,0.224,1.095
3626,劳民伤财,2.7,5.5,0.671,1.414
3627,单调,4.0,3.2,1.0,1.304
3628,恶名昭彰,1.2,6.6,0.447,1.14
3629,恼人,2.5,5.2,0.5,1.483
3630,得心应手,7.3,4.9,0.671,1.517
3631,深植人心,6.5,5.4,1.323,1.342
3632,清爽,6.9,4.9,0.894,1.342
3633,清清爽爽,6.9,4.9,0.894,1.342
3634,理所当然,6.0,4.9,1.225,1.517
3635,痊愈,7.2,4.9,1.304,1.636
3636,无以复加,3.8,6.1,1.304,1.14
3637,痛心疾首,2.1,8.0,0.894,1.458
3638,酸,4.0,5.0,0.707,1.414
3639,酸软,3.4,4.6,0.652,1.475
3640,酸痛,2.6,6.1,0.894,1.517
3641,酸痛,2.6,6.1,0.894,1.517
3642,酸酸痛痛,2.6,6.1,0.894,1.517
3643,酸酸痛痛,2.6,6.1,0.894,1.517
3644,盛开,6.8,5.3,1.037,1.396
3645,得宠,7.7,6.8,0.447,1.151
3646,浅显易懂,6.5,4.7,1.0,1.565
3647,脱颖而出,7.3,6.6,0.837,1.636
3648,复原,6.9,5.2,0.894,1.643
3649,发麻,3.7,4.6,0.447,1.342
3650,硬著头皮,3.1,5.2,0.894,1.643
3651,词不达意,3.1,4.7,1.342,1.643
3652,令人费解,3.6,4.3,0.894,1.204
3653,超凶,2.5,7.9,1.5,0.894
3654,无与伦比,7.8,7.3,1.304,1.255
3655,犀利,7.2,6.2,0.837,1.151
3656,硬挺,7.2,5.3,1.151,1.565
3657,童叟无欺,7.0,4.0,1.225,1.414
3658,绝佳,8.2,6.2,0.837,1.304
3659,超重,3.2,5.0,1.304,1.581
3660,乱掉,3.1,4.2,1.025,1.643
3661,伤痕累累,2.3,4.0,0.671,1.414
3662,傻眼,4.1,4.6,1.025,1.782
3663,塞车,3.3,4.4,0.671,1.517
3664,开怀,6.5,7.1,0.5,0.742
